favourites_count,friendList,friendsCount,hashtags,imageurl,lang,retweetCount,retweeted,tweetCreatedAt,tweetId,tweetText,userCreatedAt,userDescription,userFollowersCount,userID,userLocation,userName
62030,None,8170,"['BigTobacco', 'FDA', 'Juul']",http://pbs.twimg.com/profile_images/879525061077716992/wXaNyRDZ_normal.jpg,en,2,False,2018-10-02 21:40:11,1047239850745913344,Shares in #BigTobacco move to new highs as #FDA burns #Juul at the stake over its own kindling. Will the yogurt CEO stop collaborating with the enemy or press forward towards the destruction of the entire industry? https://t.co/eSF8FMGPBR,2014-06-14 20:49:36,What's it cost to #vape? Great question! What's your life worth? Keep ON #Vaping ON! #ABillionLives #ecigs #Nicotine #Blog #Media #Data https://t.co/V847bjVuzl,11576,2567782003,"#Vaping Where I Am, Ohio","VapingIT, SPE, EEI"
218,None,105,"['nicotine', 'cigarettes', 'JUUL']",http://pbs.twimg.com/profile_images/850058216348065792/-QEjlKvZ_normal.jpg,en,4,False,2018-10-01 16:31:46,1046799843891412996,"Without stronger regulation, high-tech e-cigs that can deliver #nicotine at levels comparable to #cigarettes — like #JUUL and many similar products— could “undo years of progress if a new generation of young people becomes addicted to nicotine."" https://t.co/9exdhdXUhN",2016-06-07 22:38:56,"Pajaro Valley Prevention and Student Assistance is a nonprofit agency providing education, training, and counseling and to students, families and staff.",59,740312113424543745,"Watsonville, CA",PVPSA
1138,None,53,"['Vape', 'Pods', 'CBD', 'hemp', 'juul']",http://pbs.twimg.com/profile_images/946888783974293504/HtMD_OOo_normal.jpg,en,3,False,2018-10-01 21:26:25,1046873997210804224,"Have you checked out the new and improved Zilla CBD #Vape #Pods? These #CBD #hemp Pre-Filled pods are compatible with the #juul and come in three delicious flavors, Natural Hemp, Berry Wild Gelato, and Strawberry Creme Gelato! https://t.co/tEtA1opyX5 https://t.co/sTIKOs5I2u",2017-11-12 13:59:03,"Fun sexy bi submissive female, trying to become a future webcam model! Hoping to find my mistress to play with on camera soon! https://t.co/YJpP8Eq1Mc",120,929710132119957504,"Asheville, NC",BabyGrlMarie
668,None,371,"['SwitchToJUUL', 'JUUL']",http://pbs.twimg.com/profile_images/590395947990929408/UwjBNF2R_normal.jpg,en,1,False,2018-10-03 00:00:14,1047275093586563072,We want to hear your #SwitchToJUUL stories - join other adult smokers in the #JUUL community at https://t.co/bzgcuzeTQX https://t.co/UTS81gfQdE,2014-12-03 23:28:22,"At JUUL, our mission is to improve the lives of the world’s one billion adult smokers. +21+ DM for Twitter Customer Service 8am-5:30pm PT M-F. #SwitchToJUUL",19706,2918018660,San Francisco,JUUL
2554,None,257,"['JUUL', 'ecigarettes', 'CDC']",http://pbs.twimg.com/profile_images/1345967137/FDAT-Loupe_normal.jpg,en,0,False,2018-10-02 16:45:51,1047165779358232579,"Sales of #JUUL #ecigarettes skyrocket, posing danger to youth | #CDC Online Newsroom | CDC https://t.co/OrhFIUk4z7 via @CDCgov",2011-05-09 20:16:02,"News about the Food, Drug and Tobacco Administration (FDAT).  Follow the science wherever it leads and the rest will fall into place.",2903,295873487,"Washington, DC",FDA Tracker
1226,None,800,['juul'],http://pbs.twimg.com/profile_images/534621351307268096/THVRL7oo_normal.jpeg,en,0,False,2018-10-02 20:05:12,1047215945599647744,"SEVENTY-FIVE-PERCENT????? "" sweet flavors that appeal to kids"" ??? ""says product is intended to be used as a cigarette substitution therapy by smokers who are trying to quit""??????  #juul https://t.co/lC7RfKRCNJ",2009-05-15 11:15:29,#writer #sociologist #permaculturist #viridian #CR,316,40219620,Bernecebaráti,Gergő Benedek
0,None,1,"['fortnite', 'pubg', 'fortnitehentai', 'lamp', 'dankmemes', 'juul', 'roblox', 'minecraft', 'donaldtrump', 'void', 'spook', 'sans', 'undertale', 'nakedassswarm']",http://pbs.twimg.com/profile_images/1032224932711677952/7bP06CUZ_normal.jpg,en,1,False,2018-10-02 10:50:13,1047076281895084032,Whoever made this thank you                     #fortnite #pubg #fortnitehentai #lamp #dankmemes #juul #roblox #minecraft #donaldtrump #void #spook #sans #undertale #nakedassswarm… https://t.co/PtZGDI6ozK,2018-06-09 03:39:55,Created by @mefuslol I retweet random tweets with #ROBLOX,123,1005293385563844608,,ARX
10961,None,4976,"['vaping', 'Juul']",http://pbs.twimg.com/profile_images/827666039022481408/v5eLLOsy_normal.jpg,en,10,False,2018-10-03 02:56:40,1047319495663124480,"A @RANDCorporation study of 2,039 Californians aged 16-20 offered new evidence for concern about teenage #vaping. Says as teenagers who used e-cigarettes grew older, many began smoking traditional cigarettes. Part of #Juul raid story from @JanHoffmanNYT https://t.co/GFfrLkEOke",2017-02-03 23:44:28,Step up America 🇺🇸 #ApathyHasConsequences #SaveDemocracy from the illegitimate contemptuous scofflaw president #cheetobenito an #incompetentschmuck #Impeach45,1262,827664080144039942,digital refugee,Jefferson Beauregard Bloomenbergensteinenthal III
873,None,582,"['vaping', 'Juul']",http://pbs.twimg.com/profile_images/836652045209722880/Fok_y3pE_normal.jpg,en,10,False,2018-10-03 01:59:46,1047305175499591680,"A @RANDCorporation study of 2,039 Californians aged 16-20 offered new evidence for concern about teenage #vaping. Says as teenagers who used e-cigarettes grew older, many began smoking traditional cigarettes. Part of #Juul raid story from @JanHoffmanNYT https://t.co/GFfrLkEOke",2008-09-10 04:32:21,"Communications at nonprofit, nonpartisan @RANDCorporation; Tweets are mine; RTs aren't endorsements. rachanee@rand.org",1271,16216719,Los Angeles,Rachanee Srisavasdi
2554,None,257,"['ecigarette', 'Juul']",http://pbs.twimg.com/profile_images/1345967137/FDAT-Loupe_normal.jpg,en,0,False,2018-10-02 16:01:06,1047154518142668800,FDA seizes documents in surprise inspection of #ecigarette maker #Juul https://t.co/4LviHN02Aw,2011-05-09 20:16:02,"News about the Food, Drug and Tobacco Administration (FDAT).  Follow the science wherever it leads and the rest will fall into place.",2903,295873487,"Washington, DC",FDA Tracker
14,None,16,"['therealtruth', 'juul', 'smoking', 'oof']",http://pbs.twimg.com/profile_images/1047201748576862209/F8KgCb9Q_normal.jpg,en,2,False,2018-10-02 19:35:26,1047208454040039425,If we lived in a world without cigarettes... #therealtruth #juul #smoking #oof https://t.co/2RlRW1NDRB,2018-10-02 18:50:50,"Hey, I'm guy who likes lämp and lööps   :)",1,1047197228421537793,"Třebíč, Česká republika",Jiří Mužík 👌
169,None,123,"['SwitchToJUUL', 'JUUL']",http://pbs.twimg.com/profile_images/1046189742495215616/CfWQOkeO_normal.jpg,en,1,False,2018-10-03 00:04:20,1047276127448756224,We want to hear your #SwitchToJUUL stories - join other adult smokers in the #JUUL community at https://t.co/bzgcuzeTQX https://t.co/UTS81gfQdE,2018-08-16 04:11:02,poopy stoner,26,1029943592368758784,"Inglewood, CA",boylife
8844,None,100,"['Vape', 'Pods', 'CBD', 'hemp', 'juul']",http://pbs.twimg.com/profile_images/1018591819385356288/IzFq0gyy_normal.jpg,en,3,False,2018-10-02 20:16:07,1047218692306739200,"Have you checked out the new and improved Zilla CBD #Vape #Pods? These #CBD #hemp Pre-Filled pods are compatible with the #juul and come in three delicious flavors, Natural Hemp, Berry Wild Gelato, and Strawberry Creme Gelato! https://t.co/tEtA1opyX5 https://t.co/sTIKOs5I2u",2017-10-27 01:11:29,"Just a Texas girl living in a North Carolina world, dealing with #PCOS #Anxiety and #Infertility while hoping to raise the money for #IVF",303,923718761718386693,"Asheville, NC",Southern Spoonie
2,None,0,"['FoodandDrugAdministration', 'Cannabis', 'Student', 'Electroniccigarette', 'Juul']",http://pbs.twimg.com/profile_images/631999952630059008/z2wOjMsV_normal.png,en,0,False,2018-10-03 00:21:03,1047280331898814465,As national attentio https://t.co/g0zy7YHl8o via @W3LiveNews #FoodandDrugAdministration #Cannabis #Student #Electroniccigarette #Juul,2015-08-14 01:23:12,"World's most popular #trends site. Bringing you the latest #trending including latest news, videos and search trends from all around the world.",350,3421383863,"Melbourne, Victoria",@W3LiveNews
1416,None,1145,['Juul'],http://pbs.twimg.com/profile_images/1027259886592253952/dgPa9DCa_normal.jpg,en,0,False,2018-10-03 00:33:15,1047283404591570944,Is attack on #Juul 73% market share by BT? Survey results from unreliable juvenile responses.  Are there laws to prevent sales to minors? Where's enforcement?  FDA seizes documents in surprise inspection of e-cigarette maker Juul https://t.co/evF1R8RwTE,2012-09-19 14:06:23,"Smoke free cause of Vaping 09/16. Director, Tobacco Harm Reduction Assoc of Canada. Also luv dancing, music and strength training.  #THRA_Canada #BETHEIMPACT",587,833404994,"Ontario, Canada",Blujaycanvape
247,None,1526,"['FDA', 'cigarette', 'Juul']",http://pbs.twimg.com/profile_images/449290592283938816/QTPOAJj8_normal.jpeg,en,0,False,2018-10-03 04:03:41,1047336361940987905,#FDA seizes 'more than a thousand pages' of documents in surprise inspection of e-#cigarette maker #Juul  https://t.co/lWc0kPBPzm,2014-03-27 20:47:27,"Securities offered through LPL Financial, Member SIPC https://t.co/0ZqgzC0sI8",415,2440664025,"Overland Park, KS",Tom Cavaliere
153918,None,1286,"['FDA', 'juul', 'ecigs']",http://pbs.twimg.com/profile_images/885236241339252736/EZVojrce_normal.jpg,en,1,False,2018-10-03 00:43:44,1047286042082992128,"@PositiveEnerG ""Seizes"" as in the yogurt guy running @JUULvapor loaded up #FDA trucks with all of their paper recylcing? It may be too late for #juul to stop collaborating with the enemy, but it's a valuable lesson for the rest of the #ecigs industry",2014-11-25 20:35:47,#Vaping ends #smoking harms. Advocate #HarmReduction. Save #ABillionLives. Deflate nannycrat pseudoscience masquerading as ''#publichealth'' #AbolishTC,4173,2910321650,Unpaid Vaper and Advocate,DrMA
10835,None,921,"['Juul', 'JuulArt']",http://pbs.twimg.com/profile_images/1046302065083863040/9Cnuw3Hp_normal.jpg,en,0,False,2018-10-01 05:52:14,1046638902918832128,my Juul addiction in one picture   #Juul #JuulArt https://t.co/BCRpd80auw,2018-07-25 17:08:16,Always buying back month OTM $VIX calls for 0.50. Anything posted is trading advice & should be considered proprietary information,260,1022166656695455745,"Manhattan, NY",The 50 Cent Trader
0,None,0,"['Juul', 'stud']",http://pbs.twimg.com/profile_images/670696195157835776/9SWsknJx_normal.jpg,en,0,False,2018-10-02 07:45:36,1047029820528500736,"Stud #Juul, 23yo #stud with Slender body, Big cock, Brown eyes and Dyed hair from PH. https://t.co/iuRggndpZ4",2015-11-28 18:21:06,Adult Men WebCam Cams from all over the world indexed into one place. All images are used through affiliation and are copyrighted to their respective owners.,100,4309764502,UK,Webcam Men
102,None,3,"['fortnite', 'pubg', 'fortnitehentai', 'lamp', 'dankmemes', 'juul', 'roblox', 'minecraft', 'donaldtrump', 'void', 'spook', 'sans', 'undertale', 'nakedassswarm']",http://pbs.twimg.com/profile_images/914179684912558091/P7JkQuJn_normal.jpg,en,1,False,2018-10-02 10:14:15,1047067227109896192,Tis the season                     #fortnite #pubg #fortnitehentai #lamp #dankmemes #juul #roblox #minecraft #donaldtrump #void #spook #sans #undertale #nakedassswarm… https://t.co/9guPEZsfWB,2017-09-30 17:23:28,"I'm a bot (And Human) that retweets #Undertale every hour! Use the hashtag to get retweets from me! 50% Bot, 50% Human Being. ♍️ Retweets at :14.",847,914178898132393985,"Louisiana, USA",RTUndertale
2366,None,389,"['juul', 'vaping']",http://pbs.twimg.com/profile_images/499600341894062080/4g20JIDr_normal.jpeg,en,0,False,2018-10-02 13:50:28,1047121642168770560,Crazy #juul ad.  Why doesn't Starbucks have to do this for caffeine? Booze companies? #vaping https://t.co/6rTbortAos,2009-03-23 16:12:41,Yes...those are all my kids.,172,26030337,"ÜT: 42.130337,-87.826636",Curt Schaller
469,None,197,['Juul'],http://pbs.twimg.com/profile_images/958915193362251777/9khSQcjU_normal.jpg,en,2,False,2018-10-02 23:02:01,1047260442941444096,FDA seizes documents in surprise inspection of e-cigarette maker #Juul https://t.co/3Yi6Yv67gx,2013-04-20 17:07:20,"Director of the USC Health, Emotion, & Addiction Laboratory and psychological scientist who aims to understand and prevent addiction, mental illness, and cancer",395,1367532704,Los Angeles,Adam Leventhal
9193,None,822,['Juul'],http://pbs.twimg.com/profile_images/968561555909566465/xpK2HhwR_normal.jpg,en,2,False,2018-10-03 01:23:38,1047296080822587392,FDA seizes documents in surprise inspection of e-cigarette maker #Juul https://t.co/3Yi6Yv67gx,2016-03-23 19:47:01,"Asst Prof in Dept. of Psychiatry & Behavioral Sciences @ Duke University. Tobacco regulatory science, HIV & tobacco use, vulnerable populations.",268,712727369551843332,"Durham, NC",Dr. Lauren Pacek
13148,None,752,['Juul'],http://pbs.twimg.com/profile_images/378800000263123523/f5e858b8971dd093034d50176ff370aa_normal.jpeg,en,0,False,2018-10-02 18:04:04,1047185461385601025,"Do we really need the documents to prove predatory marketing to teenagers? Our public education system is actually encouraging kids to use #Juul. Maybe they're getting kickbacks, maybe they're just that ignorant. Regardless, we need to be even more vigilant to head off addiction. https://t.co/GND6vvoHKj",2010-10-09 01:38:23,"Christ follower, Wife, Mom, singer, hockey mom, Royals/Chiefs fan 4 life, CEO, songwriter, soul searcher; Listen on Soundcloud-click my pic on each track 4 info",274,200338493,New York,SD Meyer
3547,None,287,['Juul'],http://pbs.twimg.com/profile_images/454728013423194112/HWeNriiC_normal.jpeg,en,2,False,2018-10-02 20:34:31,1047223324689018881,FDA seizes documents in surprise inspection of e-cigarette maker #Juul https://t.co/3Yi6Yv67gx,2009-05-04 00:35:33,"public health researcher, survey research geek, policy wonk wannabee, Director - Rutgers Center for Tobacco Studies @RU_CTS, RT≠endorsement, opinions≠Rutgers",609,37546388,Central NJ,Cris Delnevo
4697,None,8814,"['juul', 'Altria', 'PhilipMorris']",http://pbs.twimg.com/profile_images/1886409564/baker_normal.jpg,en,0,False,2018-10-02 17:03:49,1047170299165364224,"The markets always watch &amp; listen. Example #123: The FDA raids #juul e-cig company today &amp; so #Altria (#PhilipMorris old school cigs), is UP 1.4% on the day in reaction! Gotta love it, @jonnajarian @MichelleMakori https://t.co/bu8xRKYaad https://t.co/KrFMEKwFBl",2009-04-20 16:40:08,"Husband, father, writer, host of “Novak Now” on @NachumSegalNet, @i24News_EN on air contributor",10243,33574174,"Merrick, NY",Jake Novak
7027,None,57,"['ecigarette', 'Vaping', 'Vape', 'Smoking', 'Juul', 'FDA']",http://pbs.twimg.com/profile_images/751500550022262784/Wz0borSb_normal.jpg,en,0,False,2018-10-02 16:32:14,1047162350917246976,@US_FDA seizes 'more than a thousand pages' of documents in surprise inspection of #ecigarette maker @JUULvapor. https://t.co/fp1HEVnoEo via @CNBC  #Vaping #Vape #Smoking #Juul #FDA,2013-03-10 00:30:41,"Teaching the world to grow #hydroponically. We produce fresh #fruits, #vegetables, #herbs, & #flowers with #NoGMO. We are the parent company to @OnDemandFarms",2693,1255701000,The Continental United States ,HydroponicLife.com🌱
42,None,66,"['juul', 'save']",http://pbs.twimg.com/profile_images/1046809048279126016/WDjHC2iu_normal.jpg,en,0,False,2018-10-02 18:05:58,1047185938936483840,@hondadeal4vets me too #juul #save the earth https://t.co/qLgrpU7iSJ,2018-10-01 16:24:38,tall rich smart handsome millionaire who is tall and smart and also well endowed,21,1046798050247811077,the cut,BUULJUUL
475,None,425,"['nicotine', 'JUUL', 'VapeHype', 'NicotineAddiction', 'QuitNow']",http://pbs.twimg.com/profile_images/941346647660990465/zWJs_Irp_normal.jpg,en,0,False,2018-10-02 20:56:20,1047228813984387072,"@NBCNews Not only do they add #nicotine to their pods, they use a specific formula less harsh, so it is easier to inhale the addictive drug more deeply. Study shows most teens go on to using both #JUUL and traditional tobacco products. #VapeHype #NicotineAddiction #QuitNow",2013-07-28 04:59:13,"To improve the health & quality of life for the citizens of St. Joe County, & to create a culture where the use of tobacco is no longer socially accepted.",238,1627055364,"South Bend, Indiana",Smoke Free St. Joe
942,None,199,"['fortnite', 'pubg', 'fortnitehentai', 'lamp', 'dankmemes', 'juul', 'roblox', 'minecraft', 'donaldtrump', 'void', 'cocaineisahellofadrug', 'nakedassswarm', 'jetfuelcantmeltsteelbeams']",http://pbs.twimg.com/profile_images/1046573457176051712/5fzQk2U__normal.jpg,en,0,False,2018-10-01 05:51:07,1046638620466204672,He is                     #fortnite #pubg #fortnitehentai #lamp #dankmemes #juul #roblox #minecraft #donaldtrump #void #cocaineisahellofadrug #nakedassswarm #jetfuelcantmeltsteelbeams… https://t.co/YacXVhcbqC,2012-03-20 02:37:48,give a fuck what a bitch nigga say,93,530849633,,Big D
230,None,5522,"['FDA', 'Raid', 'ECigarette', 'Juul', 'Pax', 'SanFrancisco', 'Vaping', 'Health', 'Nicotine', 'Addiction', 'Marketing', 'Teens']",http://pbs.twimg.com/profile_images/458883218603655168/mb6CPEx9_normal.png,en,0,False,2018-10-03 01:19:40,1047295086013440000,.#FDA Seizes Thousands Of Documents During Surprise #Raid Of #ECigarette Company #Juul https://t.co/7Qy92sNRXG #Pax #SanFrancisco #Vaping #Health #Nicotine #Addiction #Marketing #Teens https://t.co/cBF5dGYbuz,2010-05-12 18:12:16,"A global provider of news, WorldNews (WN) Network presents news from mainstream and regional sources. This permits a variety of perspectives and interpretations",14125,143142203,,World News Network
102,None,3,"['fortnite', 'pubg', 'fortnitehentai', 'lamp', 'dankmemes', 'juul', 'roblox', 'minecraft', 'donaldtrump', 'void', 'spook', 'sans', 'undertale', 'nakedassswarm']",http://pbs.twimg.com/profile_images/914179684912558091/P7JkQuJn_normal.jpg,en,1,False,2018-10-03 03:14:32,1047323992133173248,Instagram sucks                    #fortnite #pubg #fortnitehentai #lamp #dankmemes #juul #roblox #minecraft #donaldtrump #void #spook #sans #undertale #nakedassswarm… https://t.co/jmc5zVzp4o,2017-09-30 17:23:28,"I'm a bot (And Human) that retweets #Undertale every hour! Use the hashtag to get retweets from me! 50% Bot, 50% Human Being. ♍️ Retweets at :14.",847,914178898132393985,"Louisiana, USA",RTUndertale
805,None,113,"['Vape', 'Pods', 'CBD', 'hemp', 'juul']",http://pbs.twimg.com/profile_images/1047211341889642496/_vyFKyIX_normal.jpg,en,3,False,2018-10-02 02:41:30,1046953291081502720,"Have you checked out the new and improved Zilla CBD #Vape #Pods? These #CBD #hemp Pre-Filled pods are compatible with the #juul and come in three delicious flavors, Natural Hemp, Berry Wild Gelato, and Strawberry Creme Gelato! https://t.co/tEtA1opyX5 https://t.co/sTIKOs5I2u",2018-04-23 15:51:59,Owner https://t.co/XW6SgJQHSm | Blunt Media Founder | Service Dog HQ Owner | Youtuber Sponsor | One of the most hated people on the internet | New Account,84,988445387047493633,Your FapFolder,Kimber Kush ~ Boss Lady
160,None,17,"['FaZe5', 'juul', 'faze', 'Streamer', 'StreamerNetwork', 'Fortnite']",http://pbs.twimg.com/profile_images/987920296358408192/j00MBqlU_normal.jpg,en,0,False,2018-10-03 01:26:56,1047296913513402369,I just quit my juul dog ;(  Still gonna grind though!  https://t.co/HcdRagwddO #FaZe5 #juul #faze #Streamer #StreamerNetwork #Fortnite https://t.co/jXfZNhmgJI,2018-04-22 05:01:31,👁‍🗨 Follow for stream time updates📲 also stop being sweaty noobs🙏🏽,10,987919303642140673,"Colorado, USA",ThePubeMuppet
5329,None,4742,"['INCHIN', 'OURSEASON', 'OURTIMEISNOW', 'JUUL']",http://pbs.twimg.com/profile_images/1042952134155755521/5mEOH9R4_normal.jpg,en,0,False,2018-10-02 22:37:58,1047254393014370306,"UPDATE; Finished up,,, At work ,,,Ripping Vape in the bathroom. TONIGHT we climb to top 100 😂 #INCHIN #OURSEASON #OURTIMEISNOW #JUUL https://t.co/NDD6d8Q578",2016-03-12 19:51:04,Dank Pub Player /FLance Writer/ Art Enthusiast. Proudly sponsored by @ThatTechShop. use promo code #LWNP for a 20% discount. GT : xix_ToXiic_ixi #XboxOne ☘️☕️,1896,708742123240218626,United States,PC BRO ENTITY ...BRO 🐉⚪️🐾 (Views Are My own)•
906,None,91,"['fda', 'thousands', 'documents', 'juul', 'techcrunch']",http://pbs.twimg.com/profile_images/837660830187597825/LirlW_m0_normal.jpg,en,0,False,2018-10-02 19:04:02,1047200554395557888,#fda seizes  #thousands of  #documents from e-cig startup  #juul –  #techcrunch https://t.co/Bu0hrNDJGJ,2011-08-09 17:59:05,Hustler at Social Space Pvt Ltd | Digital Marketing | NLP | Serial Entrepreneur | Formerly worked at @adobe @EYnews @Timesinternet,736,351753668,New Delhi,Siddharth Mehta
29,None,27,"['e_cigarette', 'JUUL', 'highschool']",http://pbs.twimg.com/profile_images/2289231659/cmb3cncel2vl4meopo9i_normal.jpeg,en,0,False,2018-10-03 01:24:53,1047296395076558849,JUUL: e-cigarette dominates the market -- and fears of parents #e_cigarette #JUUL #highschool  https://t.co/nT1A5hodA4,2009-07-13 01:58:14,"코리아헤럴드 Established in 1953, Korea's No.1 English Newspaper 발행부수 #1, 영향력 #1 영어신문",43652,56254987,"Seoul, Korea ",The Korea Herald
18441,None,2243,"['JUUL', 'nicotine', 'ecigarettes', 'ecigs']",http://pbs.twimg.com/profile_images/801967308587540480/ifitjcZg_normal.jpg,en,2,False,2018-10-02 15:41:44,1047149642960527365,"Just out from @CDCgov and in @JAMA_current  Sales of #JUUL e-cigarettes 🚀higher, posing danger to youth! CDC's Director Redfield:  “We are alarmed that these new high #nicotine content #ecigarettes ...are so appealing to our nation’s young people.” https://t.co/MuB4FkAUqM #ecigs",2009-04-28 12:25:30,"Partner to Cynthia, Bapu to Leila & Eric, & longtime medical research editor for @ConsumerReports @ConsumersUnion Tweets are my own. ¡Ya basta!",1422,36051159,"Vermont, USA",Chris Hendel
77280,None,3511,['Juul'],http://pbs.twimg.com/profile_images/657811150/Becky_-1_2006_normal.JPG,en,2,False,2018-10-02 20:20:27,1047219784532684800,JUST IN: FDA seizes thousands of documents from e-cigarette maker #Juul https://t.co/mst2kQCGPT,2010-01-27 02:03:34,"Gores sacred oxen, teacher, muck-raker, HUFF, Santa Cruz 11, NO on SB277 ; Pro-Israel, pro-Vapes,#IBelieveChristine   #DACA ex-vaxxer;Statehood 4 PR",2193,108796231,"Seaside, California, USA",Becky Johnson
24,None,122,"['Simple', 'Satisfying', 'Stealth', 'vape', 'stlth', 'gostlth', 'vapecommunity', 'vapelife', 'vapefam', 'vaping', 'vapenation', 'vapedaily', 'vapers', 'toronto', 'juul', 'ecig', 'canada', 'quitsmoking']",http://pbs.twimg.com/profile_images/966436130790002689/6lXmjM03_normal.jpg,en,0,False,2018-10-01 22:06:31,1046884089138036737,STLTH Starter Kits. Available in 4 colors. Each kit includes: 1 STLTH Device 1 USB charger 1 STLTH 2ml pod. #Simple #Satisfying #Stealth  #vape #stlth #gostlth #vapecommunity #vapelife #vapefam #vaping #vapenation #vapedaily #vapers  #toronto #juul #ecig #canada #quitsmoking https://t.co/SyQMG9ahFN,2018-02-21 22:08:51,,33,966434568050950144,"Canada, USA",goSTLTH
189213,None,4997,"['vaping', 'Juul']",http://pbs.twimg.com/profile_images/989915880149708800/owyZIiNS_normal.jpg,en,10,False,2018-10-03 03:32:14,1047328444344881152,"A @RANDCorporation study of 2,039 Californians aged 16-20 offered new evidence for concern about teenage #vaping. Says as teenagers who used e-cigarettes grew older, many began smoking traditional cigarettes. Part of #Juul raid story from @JanHoffmanNYT https://t.co/GFfrLkEOke",2017-05-28 00:42:50,"I am specialist in regional security. Author, researcher and writer. London",819,868628596134469635,,abduljalil marhoun
493,None,34,"['SoberOctober', 'crispyboys', 'flyte', 'juul']",http://pbs.twimg.com/profile_images/1045184839953993730/pPxTsr4e_normal.jpg,en,0,False,2018-10-01 15:47:36,1046788732219678720,This year’s #SoberOctober has been really tough. I miss my vape pen and morning brewchacho. #crispyboys #flyte #juul,2018-08-31 01:50:45,Devout follower of Bootsy’s basic funk formula.,16,1035344105486737408,I migrate. ,Bird is the Word
4,None,915,"['vaping', 'Juul']",http://pbs.twimg.com/profile_images/581147772285509633/AP8TSrmx_normal.png,en,10,False,2018-10-03 01:27:12,1047296978563092482,"A @RANDCorporation study of 2,039 Californians aged 16-20 offered new evidence for concern about teenage #vaping. Says as teenagers who used e-cigarettes grew older, many began smoking traditional cigarettes. Part of #Juul raid story from @JanHoffmanNYT https://t.co/GFfrLkEOke",2015-03-26 17:32:16,We Tweet & RT the best brands and people amongst the #VapeCommunity - Include #CloudChasing for a RT every time! Remember guys #VapeON,3330,3119313208,UK,@CloudChasingUK
7815,None,1922,"['FDA', 'Juul']",http://pbs.twimg.com/profile_images/482549243828113408/Q_jnH7EY_normal.jpeg,en,0,False,2018-10-02 23:35:22,1047268836603510785,#FDA Seizes Thousands Of Documents From E-Cigarette Maker #Juul: (CBS) — The Food and Drug… https://t.co/etpIEagmGx,2010-02-26 17:05:09,"Chicago Pixels, Where Pixel Page Ads are for everyone!",815,117797756,CHICAGO ,CHICAGO PIXELS
56428,None,4995,['Juul'],http://pbs.twimg.com/profile_images/1036485085078253569/Z7ynd6H0_normal.jpg,en,0,False,2018-10-02 17:32:44,1047177578270736385,The U.S. Food And Drug Administration said on Tuesday it seized documents from #Juul Labs https://t.co/92iYvofc1d,2009-03-26 06:39:58,#PadreShahoots 👑#AndersonNissan #Nissan #LakeHavasu #Arizona From: #LosAngeles #California #ProudDad #ProudFifty #Passion #PersianAmerican 🇺🇸,1429,26703075,"California, USA",Steven Shohoudy
8219,None,1721,"['ecigs', 'vaping', 'juul', 'FDA', 'smoker']",http://pbs.twimg.com/profile_images/2084897454/31163_392139127226_364426552226_4244410_2628036_n_normal.jpg,en,0,False,2018-10-01 13:35:25,1046755465256992773,Philip Morris sues South Korea over e-cigarette info disclosure https://t.co/b3EpPGNxnb @Reuters #ecigs #vaping #juul #FDA #smoker,2011-11-10 16:06:21,"Trial Lawyers Protecting Consumers Against Large Corporations, Pharmaceutical & Medical Device Injury, Bad Faith Insurance, Injury & Wrongful Death.",3591,409338207,Nationwide 📲 866-LAW-2400,Reich & Binstock ⚖️
459,None,253,['Juul'],http://pbs.twimg.com/profile_images/1046964022275465217/ypPoCK70_normal.jpg,en,0,False,2018-10-02 23:55:08,1047273811719143429,"@US_FDA Please don't take #Juul off the market. Thanks to Juul, I no longer smoke. (And I am an adult)",2018-10-02 03:17:14,Avid reader. Cat owner. Liberal. Lover of the outdoors.,35,1046962284222910465,United States,Name cannot be blank.
719,None,267,"['Juul', 'NiceTryCoSA', 'BehindTheTimes']",http://pbs.twimg.com/profile_images/1032108691510767617/dNljyHhA_normal.jpg,en,0,False,2018-10-01 16:29:50,1046799360938401792,"@MaxMasseyTV @ksatnews umm kids hardly smoke cigarettes 🚬 these days, they’re vaping with a 💨 #Juul #NiceTryCoSA #BehindTheTimes 🤦🏼‍♀️ @ksatnews @MaxMasseyTV",2009-06-10 20:49:49,"🦋 dream without fear, love without limits 🦂",86,46222049,"Timberwood Park, TX",s t e p h a n i e
249,None,75,['Juul'],http://pbs.twimg.com/profile_images/634035852180615169/jXpwLB8o_normal.jpg,en,0,False,2018-10-02 17:12:21,1047172446850359296,"@USFDA Raids #Juul, Seizes Documents https://t.co/NVsw3BnrRC via @Reuters",2013-08-22 20:25:52,Regulatory Watchdog for Executive Branch agencies & nationally recognized clearinghouse for methods to improve the federal regulatory process.,352,1691985792,"Washington, DC ",TheCRE
